x_min,y_min,x_max,y_max,class_id,average_distance,center_distance,weighted_average_distance
379.1634826660156,98.72076416015624,467.1886901855469,320.63177490234375,person,4.177,3.815999984741211,3.816
449.9620361328125,231.8590240478516,612.354248046875,451.197998046875,chair,3.541,2.4539999961853027,1.232
132.01744079589844,224.48619079589844,225.36166381835938,360.65069580078125,chair,3.614,3.757999897003174,1.253
1.9076714515686035,222.49462890625,119.32481384277344,471.4868469238281,chair,3.392,2.496000051498413,0.625
