x_min,y_min,x_max,y_max,class_id,average_distance,center_distance,weighted_average_distance
368.43743896484375,99.12020874023438,459.5621948242188,322.32269287109375,person,4.107,3.6989998817443848,3.702
449.5417785644531,230.5375823974609,611.9640502929688,450.0412292480469,chair,3.52,2.437999963760376,1.221
130.54142761230472,225.7651824951172,225.26632690429688,358.1612243652344,chair,3.601,3.7850000858306885,1.262
0.0,223.87496948242188,120.65209197998048,470.9584655761719,chair,3.38,2.49399995803833,0.623
