x_min,y_min,x_max,y_max,class_id,average_distance,center_distance,weighted_average_distance
378.6162109375,98.02108764648438,465.6290588378906,321.4516296386719,person,4.133,3.7639999389648438,3.763
449.1372680664063,230.82037353515625,610.568115234375,451.22265625,chair,3.54,2.4509999752044678,1.229
130.81288146972656,226.27101135253903,225.35438537597656,358.0256652832031,chair,3.614,3.7780001163482666,1.26
1.5304096937179563,225.4841766357422,119.61980438232422,468.3849182128906,chair,3.391,2.4769999980926514,0.62
