x_min,y_min,x_max,y_max,class_id,average_distance,center_distance,weighted_average_distance
366.1047058105469,99.8607177734375,458.4323120117188,323.2481994628906,person,4.123,3.7090001106262207,3.689
449.7870178222656,230.1913299560547,611.416748046875,451.33673095703125,chair,3.53,2.4260001182556152,1.219
131.28541564941406,225.35983276367188,226.02484130859372,358.7558898925781,chair,3.604,3.760999917984009,1.254
1.838020920753479,221.76153564453125,119.87307739257812,472.5030822753906,chair,3.375,2.4670000076293945,0.618
