x_min,y_min,x_max,y_max,class_id,average_distance,center_distance,weighted_average_distance
371.6015319824219,99.7157211303711,460.3946228027344,321.11639404296875,person,4.168,3.736999988555908,3.733
450.2031555175781,231.23580932617188,611.0674438476562,451.5133056640625,chair,3.55,2.4609999656677246,1.234
130.88414001464844,224.38775634765625,223.9049835205078,359.7535400390625,chair,3.617,3.7170000076293945,1.241
0.0,224.24725341796875,118.5816650390625,470.2951965332031,chair,3.392,2.489000082015991,0.624
