x_min,y_min,x_max,y_max,class_id
378.6162109375,98.02108764648438,465.6290588378906,321.4516296386719,person
449.13726806640625,230.82037353515625,610.568115234375,451.22265625,chair
130.81288146972656,226.27101135253906,225.35438537597656,358.0256652832031,chair
1.5304096937179565,225.4841766357422,119.61980438232422,468.3849182128906,chair
